tarih;duygu;veri;;;
19.03.2020;;"Lan dışarı gitsek corona içerde dursak deprem ben kabullendim arkadaş usulce ölümü bekliyorum mk.""";;;
19.03.2020;;"Suriyelilere 40 milyar $ harcadığını söyleyen RTE corona için ayrılan bütçeyi neden $ bazında açıklamadın da ağzını doldura doldura 100 milyar tl dedin acaba ?""";;;
19.03.2020;;"Corona günlerinde ne okuyacağım diyenlere! #EvdeKalTurkiye  #Evdekaloku  İnsan beynini etkileyen 10 roman https://t.co/paVWPAdQTu @EMAILiT aracılığıyla""";;;
19.03.2020;;"*Bilgilendirme* Kitap çekilişimizin sonuçları belirlenmiştir fakat dünya ve ülke gündemimizi meşgul eden Corona virüsü sebebiyle bizler de sağlığımız için #EvdeKal kuralına uymaktayız. Bu sebeple talihlilerimizi açıklama ve hediyelerini vermeyi ertelediğimizi sizlere duyuruyoruz. https://t.co/7bOQ1LLbB4""";;;
19.03.2020;;"Bütün ülke sağlık çalışanlarımızı alkışlıyor. Onlara borcumuz çok. Size az sonra çokkkk uzaklardan bir doktorun hikayesini anlatacağım. Bir doktor arkadaşımın paylaşımımdan. Yaslanın arkanıza ve ilk Corona Birüs kahramanı bir doktorun hikayesini okuyun+++""";;;
19.03.2020;;"Corona virüsü ile yakından mücadele eden tüm sağlıkçılar için, saat 21:00'de herkes  balkonlara çıkarak alkış tutacak. #coronatuerkiye  #SağlıkcılarınıAlkısla""";;;
19.03.2020;;"İKEA ve Gratis’ten corona kararı: Tüm mağazalar kapanıyor! https://t.co/IsKdljI7Pt""";;;
19.03.2020;;"Gün içerisinde 5 6 kere avizeye bakıyorum artık evde kalsak deprem dışarı çıksak corona  https://t.co/PzIjEn9P53""";;;
19.03.2020;;"Alkışlar sağlık çalışanlarına gelsin. İyi ki varsınız ???????????????????????????? #Corona""";;;
19.03.2020;;"İçeride deprem dışarıda corona . Fena kıstırıldık""";;;
19.03.2020;;"Corona virüsü dünyanın sonunu getirecekmi ona göre kpss kasacagim ... #COVID19tr""";;;
19.03.2020;;"Sağlıkçılarımıza Gelsin #corona #COVID19tr https://t.co/xCtm8l2qz7""";;;
19.03.2020;;"Sonuna kadar Corona aq... Mevzileri terk etmeyin https://t.co/FPscpASV4p""";;;
19.03.2020;;"Dışarı çıkarsan corona ,içerde kalınca deprem""";;;
19.03.2020;;"Dün kuzenimi(3) görüntülü aradık annem hastayım iyileşicem seni görmeye gelicem halacım çok özledim dedi kuzenim döndü hala corona mı oldun diyor trajikomik...""";;;
19.03.2020;;"İçerde deprem , dışarda corona...""";;;
19.03.2020;;"2020 de ölmeyen Elazığlı'ya gazi ünvanı versinler #deprem #corona""";;;
19.03.2020;;"Bizim mahallemiz maşallah bir yaşlı amcayla sınırlı kaldı ?? #Corona #Covid_19""";;;
19.03.2020;;"Corona virüsle mücadelede Çin, İtalya’ya yardım ediyor https://t.co/VPANVxLONr""";;;
19.03.2020;;"Corona Türk ürünlerine talep yağdırdı! https://t.co/glZwQnLzzG https://t.co/s4DlWqY8zZ""";;;
19.03.2020;;"??¦??  #happyday #happygirl #happycamper #bananatreeboutique #mountain #mountains #mountainview #therockies #quarantine #quarantined #corona #covid_19 #covid #yeg #yyc @ Kananaskis, Alberta, Canada https://t.co/mIrPgPUASx""";;;
19.03.2020;;"Yine sallandik ve yine  saat 20.55 te off bi yandan corona bi yandan deprem Allahım yaa""";;;
19.03.2020;;"Corona bir şekilde geçerde bu zihniyetleri  ne yapacağız ! Zeka seviyesi yerlerde... #beratalbayrak #HamidiyeMyoEvinde #Turkey #evdezamangecmiyor #COVID19tr https://t.co/IN1o8lUjzH""";;;
19.03.2020;;"E virüsü anladık Yarrabbim ama şu evde olduğumuz şu saatlerde deprem niye oluyor yukarı corona aşağı deprem ...""";;;
19.03.2020;;"Corona virüsün ekonomik etkilerini azaltmak için işten çıkarılan,   Belediye sözleşmelilerine sabır, sefalet ve açlık paketi düştü. @RTErdogan   @naci_agbal   @dbdevletbahceli   @mehmetozhaseki   @abdulhamitgul  #Mağdur5393Çaresiz""";;;
19.03.2020;;"Ne şom ağızlıyım yaa. Daha geçen dedim coronadan daha beteri corona + deprem diye. Can kaybı yoktur inşallah. 7 min.ago #earthquake 5.0 has hit Elazığ, Turkey, 21.0km, 20:53 GMT+3 (EMSC) https://t.co/TbcGam61qd https://t.co/cqTsK47DQ8""";;;
19.03.2020;;"Corona virüsü ile yakından mücadele eden tüm sağlıkçılar için, saat 21:00'de bütün Türkiye balkonlara çıkarak alkış tutacak. #EvdeKal https://t.co/ma7HXEf7X3""";;;
19.03.2020;;"Çok kötü sallandık yine içerde #deprem dışarda #corona rabbim korusun""";;;
19.03.2020;;"Arkadaş deprem oluyor dışarı çıkın, corona virüs tehdidi içeri girin...Ne olacaksa olsun vallahi...""";;;
19.03.2020;;"Mecburi market alışverişinden döndükten sonra kredi kartını kolonya ile dezenfekte ettim çipinde sorun oluştuğundan endişeliyim. Sosyal izolasyonun önemini başka nasıl anlatabilirim bilmiyorum.  #EvdeKalTR #COVID19 #Corona""";;;
19.03.2020;;"Sanki seçim sonucu açıklanıyor. Adamlar üste istatistik koymuş. Üzülsek mi, sevinsek mi bilemedim. #corona https://t.co/LDeiEOrJ0g""";;;
19.03.2020;;"Corona virüsünden dolayı depremi unutmuştuk az önce kendini hatırlattı 5.0 derecesinde Elazığ sivrice merkezli  #COVID19tr #depremelazığ""";;;
19.03.2020;;"Ülkede Corona Virüs Varken Beni Bir Yere Çağırmayın, Siz Adanaspor Değilsiniz Gelmem.????""";;;
19.03.2020;;"Corona var diye evde mi kalalım deprem oluyor diye dışarı mı çıkalım her açıdan tehlikedeyiz""";;;
19.03.2020;;"Uğursuz diyorum inanmiyorsunuz gündüz şehit simdi deprem corona belası yetti bu uğursuzluk artik gitsin başımızdan""";;;
19.03.2020;;"Dışarı cıkıyoruz corona eve geliyoruz deprem yeter daa""";;;
19.03.2020;;"5’in üzerinde olduğu belliydi... Alıştık artık... O? Yinede Rabbim bu Corona ile mücadele safhasında herkesin evlerinde ailecek izole ettiği bir zamanda depremlerden, bela ve musibetlerden muhafaza eylesin... https://t.co/ZTBJUPN5c1""";;;
19.03.2020;;"Bizim başımızda Fenerbahçe gibi bir dert var corona işler mi sandınız bize ??""";;;
19.03.2020;;"Corona var evden çıkma deprem var evde durma https://t.co/anMzzvongO""";;;
20.03.2020;;"Corona yüzünden instagram keşfeti keşfettim""";;;
20.03.2020;;"Evdeki 6.günüm ve tepkim ektedir #EvdeKalÜlkeniKoru #koronavirusu #Covid2019TR #coronavirus #Corona #CoronaVirusUpdate #CoronavirusPandemic https://t.co/SaVYtWNlIL""";;;
20.03.2020;;"Pınar Deniz’in ailesi corona virüs şüphesiyle karantinaya alındı https://t.co/j6zaMoiFzG https://t.co/rLrWBsFxgX""";;;
20.03.2020;;"Yapmayın,allahın cezası evlerinizde oturun! Hastalanıp gittiğinzde hastanelein doktorların yetmyeceği günler bikaç gün uzaklıkta.Bunun şakası yok!Kimseyi dşünmüyosanız bizler için kendini ailesini riske atan sağlıkçıları düşünün. Bu kadar bencil,fütursuz,umarsız olmayın! #corona""";;;
20.03.2020;;"27.03.2020 ant /ist iç hat uçuşta bilet iadesi vermeyen #thy  firmasına yazıklar olsun.insanlar corona salgınına mı maruz kalsınlar. Bütün firmalar geri iadesini verirken siz hangi akla hizmete uyarak yurtiçi uçuşlarınızda bilet iadesi vermiyorsunuz! #thk  #yazıklarolsun  #thy""";;;
20.03.2020;;"#EvdeKal yoksa corona kor sana""";;;
20.03.2020;;"Evden çıkarken the walking dead teki elemanların kamptan dışarı  çıkışları gibi çıkıyorum bitirdin bizi be corona""";;;
20.03.2020;;"20.MART 2020 CUMA ANTALYA KÜLTÜR MEMUR  SEN ESNAFLARIMIZA CORONA VİRÜSÜ KONUSU HAKKINDA BİLGİLENDİRME YAPMAKTAYIZ LÜTFEN DIŞARI ÇIKMAYIN VE KALABALIK ALANLARDAN UZAK DUR AİLEN İÇİN TÜRKİYE İÇİN https://t.co/xiQzjeDKi0""";;;
20.03.2020;;"Corona etkilerini göstermeye başladı. Alevi olan Mazlum Çimen’e karşı bir Ülkücü Sivas olayını savunuyor. https://t.co/irQvBPAu6Z""";;;
20.03.2020;;"Corona virüsüne karşı  tedbir almak amacıyla İlçemizde her hafta Cumartesi günleri hizmet veren  pazar satış tezgahlarının kurulması ikinci bir tarihe kadar ertelenmiştir.  #EvindeKalTurkiyem https://t.co/mw8tTQ91fA""";;;
20.03.2020;;"İşin ciddiyetinin farkına varmayıp hala sosyal medyada covid-19 yani Corona virüsünü dalga ve mizah’a alan kesim var :/""";;;
20.03.2020;;"Yakınlaştırınca ortaya çıktı... Corona'nın üzerini çizdi ve o ülkenin adını yazdı! https://t.co/FqGty4Aby9 https://t.co/fUvtpSpzXM""";;;
20.03.2020;;"havaya da bak mis gibi.. hayır aysi zey.. corona virüsü var.. dışarı falan çıkmamalısın.. unut bunu.. film izle.. aklın başka yere kaysın.. anneni babanı düşün..""";;;
20.03.2020;;"#EnverAyseverTeröristtir  ARTIK YETEEEER  CORONA VİRÜSÜ SADECE UMRECİLERE BAĞLAYAN BÜTÜN ŞER MEDYASININ ALLAH CEZASINI VERSİN...  HALKA KİN, NEFRET, KORKU, PANİK POMPALIYAN BÜTÜN ETKİ AJANLARININ HAKKINDA İŞLEM YAPILMASINI TALEP EDİYORUZ.!!! @suleymansoylu""";;;
20.03.2020;;"‘Corona’ yaymaması için para istediğine dair habere konu olan Nijeryalı: Ben o değilim https://t.co/OB0deXjmXK https://t.co/QPu1aikeKj""";;;
20.03.2020;;"Namaz  Umrundan Olmayanlar Cuma Günleri Kalabalık Diye Gitmeyenler, İlla Cuma Namazını Kılacağız Diye Yaygara Koparıyorlar?????? #corona #Covid2019TR #coranatürkiye""";;;
20.03.2020;;"Corona bence “yazık la bu insanlara bi de ben vurmayayım” deyip başka ülkelere kaçacak?? https://t.co/AWd1brsVKc""";;;
20.03.2020;;"Düşüncelerini tasvip etmiyorum. Soruşturma açılması kadar saçma bir şey olmaz.Önceliğimizin Corona olması gerekmezmi? https://t.co/iS2f2nTQ3J""";;;
20.03.2020;;"Corona ile birlikte ülkede güzel şeyler de oluyor. https://t.co/LHrtkcCs9U""";;;
20.03.2020;;"Ben Affleck'in son filmi, The Way Back dijital satışa sunuluyor. Haber detayları için: https://t.co/HSgRRJiKDo #BenAffleck #TheWayBack #Corona""";;;
20.03.2020;;"Efsane olmuş ya uuuuu u corona corana na na na #coranaturkiye #Covid2019TR #359vaka https://t.co/5gcoqdj8f4""";;;
20.03.2020;;"Şu faturaları ödeyemezsek virüs yerine kurumlara mı teslim olucaz. Hayır yangından mal kaçırır gibi online ödeyin diye mesaj atıyorlar... Çalışamıyoruz kardeşim! Neyle ödeyelim? #coronatuerkiye #corona #FaturaOEdemiyoruz #faturalarertelensin #KiracınıKoru""";;;
20.03.2020;;"Madem corona için en gerekli şey temizlik ve hijyen. o zaman ellerimizi yıkadığımız su faturalarımız sizden olsun. sadece kiracılarınızı değil tüm izmiri mutlu edersiniz. @tuncsoyer @izmirdecevirme @izmirbld""";;;
20.03.2020;;"İlk defa çinde biri ölmemiş. Bence aşısını buldular bi corona virüsünü ilk başta sakladıkları gibi bunu da saklıyorlar""";;;
20.03.2020;;"Corona ya önlem olarak 70 yaşındaki emeklilerin maaşını 1500 lira yaptık nankörler.""";;;
20.03.2020;;"corona sayesinde arkadaslarımın gerizekalılık seviyesini öğrenmiş oluyorum ?? https://t.co/l8HpWqQexT""";;;
20.03.2020;;"Normalde itlikle şerefsizlikle uğraşıyorduk bu corona bizim mesleği bile etkilediii""";;;
20.03.2020;;"Corona bittikten sonra ilk seninle buluşup sabaha kadar sohbet edesim var""";;;
20.03.2020;;"Şuan @drfahrettinkoca’ya  olan sevgim saygım daha fazla arttı, bunları bilmiyordum  bilgilendirdiğiniz için Teşekkürler oda tv  #EvindeKalTürkiye  #EvindeKalTR  #vaka359  #Corona  #Covid_19 https://t.co/uUhpiVyMMo""";;;
20.03.2020;;"Bir miktar suyla karıştırdığınız kaya tuzu ile yapılan gargara, bakteri ve virüslerle mücadele etmenize yardımcı olur. ?? +90 312 219 61 32 ?? https://t.co/QyrQ0bYTAd #safirtuz #coronavirus #Covid2019TR #EvdeKalTurkiye #EvindeKalTR #Corona #CoronaVirusUpdate #EvdeKal #StayHome https://t.co/BavgpXaH0H""";;;
20.03.2020;;"\""Corona dünyanın aşısı, asıl virüs insanlık\"" fikrini sorgulayanlar? ???? https://t.co/9ITgo4LOfP""";;;
20.03.2020;;"Corona olsa da olmasa da gelecek belirsiz. Belirsiz bir gelecekle başa çıkmayı öğrenmek zorundayız.  Öngörülemeyen ve Belirsiz Gelecek - Hibrit Dünya Rehberi 4 https://t.co/PzZwZbxBqD""";;;
20.03.2020;;"‘İkiziniz kim ‘uygulaması sonucu corona bitsin gidiyorum ülkeden,ne işim var İçerenköy’de hıııııh ?? ???? https://t.co/nekzmGdVZV""";;;
20.03.2020;;"Halkın sağlığını kendisi ve ailesinin sağlığından  önde tutarak özveriyle çalışan tüm sağlık personelimize teşekkürü borç biliriz. Sen de teşekkür etmek istiyorsan bugün 21.00’da balkonuna çık ve #sağlıkçılarıalkışla #bioxcin #corona #koronavirusu #evdekal #Covid_19 #pandemic https://t.co/beeVypFcc9""";;;
20.03.2020;;"Özlemin tıpkı corona virüsü gibi çaresi yokmuş""";;;
20.03.2020;;"cnm sen corona olsan yine gelir sarilirim sana""";;;
20.03.2020;;"Corona şarkısını söylicek güzel sesli birisi lazım ????""";;;
20.03.2020;;"Corona da havacılık: https://t.co/JTuz2uKpXe""";;;
20.03.2020;;"??#İstanbul'da taksicilerden eylem: Corona virüs yüzünden işlerimiz aksıyor.  @medyablok https://t.co/eXleqlSDie""";;;
20.03.2020;;"??Umreden dönenlere helal olsun... Corona virüsünü öyle bir yaydılar ki.. İslamiyet bu kadar hızlı yayılmadı..    #hayirlicumalar  #EvdeKalÜlkeniKoru""";;;
20.03.2020;;"Naa corona ciğerinden yan emi işşşşşaaaallaah""";;;
20.03.2020;;"Napalım kardeşim? Levyeyi kapıp corona virüsünü mü dövelim? https://t.co/TCFJ1vWhie""";;;
20.03.2020;;"Artık bu corona muhabbetinden sıkıldım ????""";;;
20.03.2020;;"Ha şöyle! Bize güzel birşeyler söyle böyle. ???? Güzel şeyler söyle ki direncimiz ,inancımız artsın.Hadi inşallah.??O? #Covid2019TR #Corona #EvdeKalTR #EvdeHayatVar https://t.co/eDRECFeAz3""";;;
20.03.2020;;"A N A L İ Z \""Şimdi güneşte gider, Şansıma\"" Cihangir burda şanssız olduğunu söylüyor. Normal şartlarda pazartesi günü Ece ile ödül törenine gidecekti. Ama corona yüzünden gidemediler. Bu yüzden kendini şanssız görüyor Ben bu düşünceye çok yükseldim #CihangirCeyhan #EceYasar #EcGir https://t.co/RnnNrZJF0p""";;;
20.03.2020;;"Üç Asya ülkesinden Corona virüsü karşısında ortak çalışma  Detaylar için tıklayınız  https://t.co/05aAHoRXxr https://t.co/1DkzSeebb8""";;;
20.03.2020;;"Günaydın’s corona ailesi""";;;
20.03.2020;;"Corona nın etkisiyle kızların mood #coranaturkiye #Covid2019TR https://t.co/XtMIeAPNq3""";;;
20.03.2020;;"geldi bahar aylari gevsedi corona yaylari""";;;
20.03.2020;;"Şu ana kadar corona virüsünün var olduğunu ve ne kadar tehlikeli olduğunu dedeme inandıramadık. Öyle bir şey yok inanmayın ölenlerin yaşına bakın hepsinin zamanı gelmiş diyip bize gülüyor""";;;
20.03.2020;;"BU DA DEMEK'Kİ % 10 TEKABUL EDİYOR. YANI AŞA YUKARI 10 MİLYON CORONA VAKASI DEMEK. BUDA DEMEK'Kİ 1.000.000 ÖLÜ DEMEK. BELKİDE 3.000.000 MİLYON. YAZIK ETTİ ŞEREFSİZLER TÜRKİYEYE. https://t.co/IkFUU1q0J8""";;;
20.03.2020;;"Aytaç Yalman deyince Cahvarım 28 Şubat 1996 yıllarında Malatya gelir aklımıza.  ‘Cuma Olayları’sonrası şehirde olağanüstü hâl ilan ettiren 2.Ordu Komutanıdır.  ’Burası İran olmayacaktır!’demişti. Gözaltılar,işkenceler..  İran seyahâti sonrası corona virüsünden vefat etti.""";;;
20.03.2020;;"Corona il? bağlı zarafat ed?nl?rin özl?ri zarafat edil?c?k v?ziyy?td?dir.. Sonunda bu işin şakası olmayacağını anladılar.. Pay dedem vay, guya zarafat el?din d??""";;;
20.03.2020;;"İtalya'da ölenlerin yaş ortalaması 80 vay arkadaş adamların nüfus harbi harbi yaşlı hadi ortalama 60 yaş olsa neyse'de 80 çok yüksek bir ortalama . #Corona""";;;
20.03.2020;;"Corona krizi sırasında AKP’den tepki çeken karar! https://t.co/2mgrVP7W0l #gazetesozcu @gazetesozcu aracılığıyla""";;;
20.03.2020;;"Bu millet ölmekten değil hemen ölmekten korkuyor #Covid2019TR #Covid_19 #coronavirus #Corona #CoronaVirusUpdate #359vaka #CoronavirusPandemic #COVID #StayHome""";;;
20.03.2020;;"Yani kalabalığım. Ahahjsjdjdjj #coronavirus #EvdeKalTurkiye #EvdeKal #Covid2019TR #Corona https://t.co/WaIpWvoW0N""";;;
20.03.2020;;"tanıyınca ailem cidden neşeli insanlarmış ulan corona nelere kadirsin""";;;
20.03.2020;;"Nasil bir corona virüsüymüs dilencileri bile etkiledi simdi dukkana dilenci geldi virus maskesi alacam allah rizasi icin para ver dedi.""";;;
20.03.2020;;"Son dakika haberleri... Bakanlıktan Corona Virüs genelgesi: Belediyeler su kesintisi yapamayacak https://t.co/fWJrLxD7Vv""";;;
20.03.2020;;"Bunların da her şeye sesi cıksın. Eylemin muhattabı da corona. https://t.co/bVbBJfdwzd""";;;
20.03.2020;;"Biz evde durmaya gayret ederken camdan baktığımda sokakta yaşlıların yürüdüğünü gördükçe üzülüyorum. Tüm dünyada olduğu gibi ülkemizde de corona virüsü hızla artarken lütfen çocuklarınızın evde kalmasıni sağlamaya
 https://t.co/zzijEqFiu6""";;;
20.03.2020;;"Corona Türkiye’den çekilsin https://t.co/ouIOvjTlK5""";;;
20.03.2020;;"Ağzına domalan durasıcanın virüsü corona seni öte git ?? https://t.co/Ax2hOYnBPZ""";;;
20.03.2020;;"neden olmaktadır. Buna ilaveten Cumhurbaşkanı Erdoğan’ın Corona virüsüne karşı açıkladığı ‘İstikrar Kalkanı’ isimli pakette yer alan “Perakende, AVM, Demir-Çelik, Otomotiv, Lojistik-Ulaşım, Sinema-Tiyatro, Konaklama, Yiyecek-İçecek, Tekstil-Konfeksiyon ve Etkinlik-Organizayon""";;;
20.03.2020;;"Corona: hüp diye içine çek beni Ben: hüp""";;;
20.03.2020;;"Zictik.. Çene virüsü süründürür.. Corona virüsü öldürür..  Bu virus illetinden sonra hayatta kalan evliler olursa zaten boşanır..  1+1 daire satışları, kiralar patlama yapar..  Vasiyetimdir..?? https://t.co/9sntsJ44ay""";;;
20.03.2020;;"Artık aynı gemideyiz, eskiden zengin bir durum olsa yurt dışına kaçardı, şimdi gideceği ülke yok, o da evde, ben de evde, corona sosyalizmi getirdi.""";;;
20.03.2020;;"Silivri meydan #corona # silivri yeuğramamış https://t.co/ycf5xzon3f""";;;
20.03.2020;;"Son dakika... Adalet Bakanı Gül: Cezaevinde Corona Virüs vakası yok https://t.co/m4UdVOymD3""";;;
20.03.2020;;"Türkiye Corona ile mücadele ederken pkk sınırdan sızıp Mehmetçiğe saldırarak Enver Aysever Corona üzerinden Müslümanlara hakaret ederek Fatih Portakal Sağlık Bakanını itibarsızlaştırmaya çalışarak Can Dündar Almanya'dan havlayarak,saldırılarını artırdılar Topunuz gelin Kuduz köp""";;;
20.03.2020;;"Ulan Corona bir delikanlı bu şekilde bozulmaz, ayıktırayım.""";;;
20.03.2020;;"Corona virüsü #COVID19 dan daha tehlikeli olan bir organizmayı kameraya almışlar... https://t.co/hBuPBmrwQ5""";;;
20.03.2020;;"Cumhurbaşkanı Erdoğan’a Afrika Kalkınma Bankası’na 20 milyar TL yatırım yapma yetkisi verildi.  #Corona için açıklanan pakette sermayeye gidecek 100 milyar ancak bulunabildi, halka ise kolonya, Emeklilik düzenlemesine para yok ama Suriyeliye, Afrikalıya akıyor maşallah""";;;
20.03.2020;;"Corona virüs önlemleri kapsamında terapistimin elini sıkmadım..""";;;
20.03.2020;;"Corona elbet geçecek,ama verdiği ders unutulmayacak.""";;;
20.03.2020;;"Herkes biliyor halka tepede bakıp, Halkçı  kılıfiyla halkı soyan soytarılar.  Yakında sizin  taktığımız  corona maskeleriniz de düşer ... https://t.co/rMPdfKIrPg""";;;
